alarm_id,device_id,start_timestamp,end_timestamp
0,247,697,697
1,247,698,698
3,410,717,717
0,261,717,717
3,203,717,717
1,261,718,718
3,266,719,719
3,94,721,721
0,55,725,725
3,47,731,731
3,256,731,731
13,250,773,773
10,55,780,780
9,55,780,780
4,55,783,783
12,55,793,793
14,55,793,793
2,394,805,805
2,184,819,819
0,247,820,820
1,247,821,821
1,60,824,824
9,60,824,824
11,90,825,825
1,90,825,825
12,60,829,829
14,60,829,829
5,76,843,843
2,243,843,843
2,76,845,845
0,247,851,851
10,436,851,851
1,247,852,852
4,76,853,853
0,261,861,861
1,261,862,862
4,76,868,868
4,107,873,873
0,261,879,879
1,261,880,880
0,247,881,881
1,247,882,882
9,55,894,894
0,247,911,911
1,247,912,912
0,247,941,941
1,247,942,942
0,60,964,964
11,90,965,965
1,60,965,965
1,90,965,965
9,60,965,965
2,198,968,968
3,377,969,969
12,60,970,970
14,60,970,970
0,247,972,972
1,247,973,973
3,107,976,976
5,107,976,976
0,261,992,992
1,261,993,993
0,247,1002,1002
0,55,1002,1002
3,70,1003,1003
1,247,1003,1003
0,247,1031,1031
1,247,1032,1032
13,250,1033,1033
3,148,1044,1044
0,247,1052,1052
1,247,1053,1053
11,60,1060,1060
0,90,1060,1060
1,60,1061,1061
9,55,1061,1061
9,90,1061,1061
1,90,1061,1061
12,90,1063,1063
0,55,1076,1076
11,55,1076,1076
12,55,1083,1083
14,55,1083,1083
9,55,1089,1089
1,90,1090,1090
1,60,1090,1090
11,60,1090,1090
9,90,1090,1090
0,60,1104,1104
9,60,1105,1105
11,90,1113,1113
2,184,1126,1126
13,250,1130,1130
2,394,1136,1136
2,243,1165,1165
5,76,1166,1166
2,76,1168,1168
10,148,1249,1249
1,247,1254,1254
0,247,1254,1254
17,27,1277,1277
17,31,1277,1277
17,308,1278,1278
17,27,1279,1279
17,31,1279,1279
17,31,1281,1281
10,143,1282,1282
17,308,1282,1282
17,27,1282,1282
17,308,1283,1283
17,31,1283,1283
17,308,1284,1284
4,143,1284,1284
17,27,1284,1284
10,107,1285,1285
17,27,1285,1285
5,107,1285,1285
3,107,1285,1285
3,377,1286,1286
4,107,1289,1289
4,326,1292,1292
2,198,1302,1302
3,70,1320,1320
4,70,1322,1322
11,30,1335,1335
1,84,1336,1336
1,30,1336,1336
9,84,1336,1336
12,84,1341,1341
2,184,1421,1421
0,247,1427,1427
0,247,1428,1428
15,247,1428,1428
1,247,1428,1428
0,247,1458,1458
1,247,1458,1458
2,394,1467,1467
0,247,1488,1488
1,247,1489,1489
2,243,1490,1490
5,76,1491,1491
2,76,1491,1491
4,107,1500,1500
4,76,1501,1501
0,247,1518,1518
1,247,1519,1519
4,76,1531,1531
0,247,1548,1548
1,247,1549,1549
12,260,1574,1574
14,260,1574,1574
0,247,1578,1578
1,247,1579,1579
3,377,1595,1595
3,107,1601,1601
5,107,1601,1601
0,247,1609,1609
1,247,1610,1610
2,117,1621,1621
3,70,1628,1628
2,198,1631,1631
0,247,1636,1636
1,247,1637,1637
8,289,1720,1720
7,289,1720,1720
12,260,1724,1724
14,260,1724,1724
2,184,1728,1728
10,436,1768,1768
2,394,1798,1798
1,261,1810,1810
0,261,1810,1810
2,243,1815,1815
5,76,1816,1816
2,76,1818,1818
4,76,1826,1826
4,76,1832,1832
0,247,1859,1859
1,247,1860,1860
3,107,1910,1910
10,107,1911,1911
5,107,1911,1911
4,107,1914,1914
3,377,1916,1916
3,70,1950,1950
4,70,1950,1950
2,198,1964,1964
0,247,2034,2034
1,247,2035,2035
0,247,2035,2035
2,184,2044,2044
0,247,2064,2064
1,247,2065,2065
0,247,2095,2095
1,247,2095,2095
12,260,2114,2114
14,260,2114,2114
1,247,2125,2125
0,247,2125,2125
4,107,2126,2126
2,394,2129,2129
7,141,2130,2130
2,243,2140,2140
5,76,2141,2141
2,76,2143,2143
0,261,2144,2144
1,261,2144,2144
4,76,2151,2151
0,247,2156,2156
1,247,2156,2156
1,247,2186,2186
0,247,2186,2186
4,76,2194,2194
1,261,2202,2202
0,261,2202,2202
0,247,2216,2216
1,247,2216,2216
3,377,2223,2223
5,107,2230,2230
3,107,2232,2232
1,247,2241,2241
0,247,2241,2241
15,247,2242,2242
1,247,2242,2242
1,261,2253,2253
0,261,2253,2253
3,70,2256,2256
9,60,2260,2260
1,60,2261,2351
1,90,2261,2351
11,90,2261,2261
14,60,2270,2270
12,60,2270,2270
0,261,2274,2274
1,60,2290,2290
0,90,2290,2290
11,60,2290,2290
1,90,2290,2290
9,90,2291,2291
0,90,2295,2295
2,198,2296,2296
11,60,2296,2296
1,90,2296,2296
9,90,2296,2296
1,60,2296,2296
11,60,2325,2325
1,60,2325,2325
1,90,2325,2325
0,90,2325,2325
9,90,2328,2328
9,90,2331,2331
0,90,2350,2350
1,90,2351,2351
11,60,2351,2351
2,184,2351,2351
1,60,2351,2351
17,2,2374,2374
17,145,2374,2374
17,114,2374,2374
17,114,2375,2375
17,114,2376,2376
17,247,2376,2376
17,2,2421,2421
17,91,2422,2422
17,114,2422,2422
17,91,2423,2423
2,394,2460,2460
2,243,2463,2463
5,76,2464,2464
0,247,2465,2465
1,247,2465,2465
17,2,2466,2466
17,114,2466,2466
2,76,2466,2466
17,114,2467,2467
4,76,2474,2474
0,258,2489,2489
0,247,2490,2490
1,247,2490,2490
11,339,2490,2490
4,76,2495,2495
17,2,2512,2512
17,114,2513,2513
17,114,2514,2514
3,107,2539,2539
5,107,2539,2539
10,107,2539,2539
4,107,2541,2541
3,377,2544,2544
3,70,2575,2575
3,70,2577,2577
4,70,2578,2578
0,247,2611,2611
1,247,2611,2611
15,247,2612,2612
1,247,2612,2612
2,198,2627,2627
1,247,2642,2642
0,247,2642,2642
2,184,2647,2647
1,247,2672,2672
0,247,2672,2672
10,436,2685,2685
7,289,2692,2692
8,289,2692,2692
7,260,2696,2696
8,260,2696,2696
1,247,2702,2702
0,247,2702,2702
8,124,2704,2704
7,124,2704,2704
0,247,2732,2732
1,247,2732,2732
4,107,2753,2753
1,247,2763,2763
0,247,2763,2763
0,410,2775,2775
2,243,2785,2785
2,76,2787,2787
5,76,2787,2787
2,394,2792,2792
1,247,2793,2793
0,247,2793,2793
1,247,2823,2823
0,247,2823,2823
0,55,2825,2825
11,55,2825,2825
9,55,2826,2826
10,55,2826,2826
4,55,2828,2828
1,247,2846,2846
0,247,2846,2846
3,377,2850,2850
5,107,2858,2858
3,107,2858,2858
3,70,2884,2884
0,261,2912,2912
1,261,2912,2912
2,184,2954,2954
2,198,2958,2958
2,338,2963,2963
0,55,3014,3014
9,55,3015,3015
14,55,3023,3023
12,55,3023,3023
1,247,3071,3071
0,247,3071,3071
0,55,3075,3075
11,55,3080,3080
14,55,3083,3083
12,55,3083,3083
0,247,3095,3095
1,247,3095,3095
2,243,3109,3109
5,76,3110,3110
2,76,3112,3112
4,76,3120,3120
2,394,3123,3123
4,76,3158,3158
3,107,3166,3166
5,107,3167,3167
10,107,3167,3167
3,377,3169,3169
4,107,3169,3169
3,70,3203,3203
4,70,3205,3205
1,247,3219,3219
0,247,3219,3219
0,247,3249,3249
1,247,3249,3249
2,184,3271,3271
0,247,3279,3279
1,247,3279,3279
2,198,3292,3292
1,247,3309,3309
0,247,3309,3309
0,247,3340,3340
1,247,3340,3340
0,247,3370,3370
1,247,3370,3370
4,107,3380,3380
2,260,3392,3392
7,123,3395,3395
0,247,3400,3400
1,247,3400,3400
12,260,3412,3412
0,247,3430,3430
7,123,3430,3430
1,247,3430,3430
2,243,3434,3434
2,76,3435,3435
5,76,3435,3435
4,76,3444,3444
1,247,3451,3451
0,247,3451,3451
2,394,3454,3454
4,76,3459,3459
7,123,3465,3465
3,377,3478,3478
5,107,3484,3484
3,107,3485,3485
3,70,3510,3510
0,261,3513,3513
1,261,3513,3513
2,184,3577,3577
10,436,3602,3602
11,339,3618,3618
0,258,3618,3618
2,198,3623,3623
0,247,3652,3652
1,247,3653,3653
0,247,3676,3676
1,247,3677,3677
0,247,3700,3700
1,247,3701,3701
2,243,3756,3756
5,76,3757,3757
2,76,3758,3758
2,394,3785,3785
3,107,3793,3793
5,107,3795,3795
10,107,3795,3795
4,107,3798,3798
3,377,3799,3799
0,261,3804,3804
1,261,3804,3804
0,247,3825,3825
1,247,3826,3826
3,70,3831,3831
4,70,3833,3833
0,261,3845,3845
1,261,3846,3846
0,247,3855,3855
1,247,3856,3856
2,184,3874,3874
2,198,3955,3955
0,261,3996,3996
1,261,3996,3996
4,107,4009,4009
0,247,4034,4034
0,247,4035,4035
1,247,4035,4035
0,247,4055,4055
1,247,4056,4056
1,261,4067,4067
0,261,4067,4067
2,243,4078,4078
5,76,4080,4080
2,76,4081,4081
4,76,4089,4089
3,377,4106,4106
5,107,4113,4113
3,107,4114,4114
2,394,4118,4118
4,76,4121,4121
3,70,4138,4138
2,184,4181,4181
11,55,4227,4227
1,247,4257,4257
0,247,4257,4257
0,247,4281,4281
1,247,4281,4281
2,198,4286,4286
1,247,4306,4306
0,247,4306,4306
2,243,4400,4400
5,76,4401,4401
2,76,4402,4402
4,76,4411,4411
5,107,4422,4422
10,107,4422,4422
4,76,4423,4423
3,107,4423,4423
4,107,4425,4425
3,377,4427,4427
1,247,4430,4430
0,247,4430,4430
1,247,4431,4431
15,247,4431,4431
2,394,4449,4449
3,70,4459,4459
4,70,4461,4461
0,247,4461,4461
1,247,4461,4461
0,247,4491,4491
1,247,4491,4491
10,436,4520,4520
0,247,4521,4521
1,247,4522,4522
11,55,4522,4522
0,247,4551,4551
1,247,4552,4552
0,247,4581,4581
1,247,4582,4582
1,261,4595,4595
0,261,4595,4595
0,247,4611,4611
1,247,4612,4612
2,198,4618,4618
4,107,4636,4636
0,247,4638,4638
1,247,4639,4639
0,261,4652,4652
1,261,4652,4652
2,243,4723,4723
5,76,4724,4724
2,76,4725,4725
4,76,4734,4734
3,377,4734,4734
3,107,4741,4741
5,107,4741,4741
3,70,4766,4766
2,260,4774,4774
2,394,4781,4781
4,76,4784,4784
2,184,4796,4796
0,247,4862,4862
1,247,4862,4862
0,247,4886,4886
1,247,4886,4886
2,198,4949,4949
1,247,5037,5037
0,247,5037,5037
2,243,5045,5045
5,76,5046,5046
3,107,5048,5048
2,76,5048,5048
5,107,5049,5049
10,107,5049,5049
4,107,5052,5052
3,377,5053,5053
4,76,5056,5056
1,247,5067,5067
0,247,5067,5067
4,76,5085,5085
2,260,5086,5086
3,70,5086,5086
4,70,5088,5088
1,247,5098,5098
0,247,5098,5098
2,184,5101,5101
2,394,5112,5112
0,247,5128,5128
1,247,5128,5128
2,394,5132,5132
12,260,5155,5155
14,260,5155,5155
1,247,5158,5158
0,247,5158,5158
0,247,5188,5188
1,247,5188,5188
1,247,5218,5218
0,247,5218,5218
2,260,5222,5222
12,260,5240,5240
0,247,5242,5242
1,247,5243,5243
15,247,5243,5243
0,247,5243,5243
4,107,5264,5264
2,198,5281,5281
12,260,5335,5335
14,260,5335,5335
3,377,5361,5361
2,243,5367,5367
3,107,5367,5367
5,107,5368,5368
5,76,5369,5369
2,76,5371,5371
4,76,5379,5379
4,76,5386,5386
3,70,5393,5393
2,184,5407,5407
10,436,5438,5438
2,394,5443,5443
0,247,5467,5467
1,247,5468,5468
0,247,5491,5491
1,247,5491,5491
0,43,5599,5599
2,198,5612,5612
0,247,5613,5613
1,247,5613,5613
1,247,5614,5614
15,247,5614,5614
0,247,5614,5614
0,43,5626,5626
0,247,5644,5644
1,247,5644,5644
1,247,5674,5674
0,247,5674,5674
3,107,5677,5677
10,107,5677,5677
5,107,5677,5677
4,107,5679,5679
3,377,5682,5682
2,243,5693,5693
5,76,5695,5695
2,76,5696,5696
7,260,5702,5702
8,260,5702,5702
0,247,5704,5704
1,247,5704,5704
4,76,5705,5705
3,70,5714,5714
4,70,5716,5716
2,184,5724,5724
0,247,5734,5734
1,247,5734,5734
4,76,5748,5748
0,247,5765,5765
1,247,5765,5765
2,394,5774,5774
1,247,5795,5795
0,247,5795,5795
1,247,5825,5825
0,247,5825,5825
0,247,5847,5847
1,247,5847,5847
0,261,5868,5868
1,261,5869,5869
0,43,5881,5881
4,107,5891,5891
12,43,5914,5914
2,198,5943,5943
0,43,5974,5974
3,377,5989,5989
5,107,5996,5996
3,107,5996,5996
2,243,6019,6019
5,76,6020,6020
3,70,6021,6021
2,76,6022,6022
4,76,6030,6030
2,184,6031,6031
4,76,6049,6049
2,260,6057,6057
0,247,6073,6073
1,247,6073,6073
0,247,6097,6097
1,247,6098,6098
2,394,6106,6106
1,247,6220,6220
0,247,6220,6220
1,247,6251,6251
0,247,6251,6251
0,43,6258,6258
2,198,6276,6276
0,247,6281,6281
1,247,6282,6282
12,43,6284,6284
16,43,6290,6290
6,43,6291,6291
9,43,6297,6297
3,107,6305,6305
10,107,6305,6305
5,107,6305,6305
4,107,6308,6308
3,377,6310,6310
0,247,6311,6311
1,247,6311,6311
0,55,6317,6317
12,55,6323,6323
2,184,6327,6327
1,247,6341,6341
0,247,6342,6342
3,70,6344,6344
2,243,6344,6344
4,70,6345,6345
5,76,6346,6346
2,76,6347,6347
10,436,6356,6356
0,247,6371,6371
1,247,6372,6372
0,247,6401,6401
1,247,6402,6402
0,43,6430,6430
6,43,6430,6430
0,247,6431,6431
0,247,6432,6432
1,247,6433,6433
2,394,6437,6437
0,247,6451,6451
1,247,6452,6452
4,107,6519,6519
10,55,6557,6557
0,55,6557,6557
4,55,6559,6559
12,55,6563,6563
2,198,6608,6608
3,377,6617,6617
5,107,6625,6625
3,107,6626,6626
2,184,6634,6634
3,70,6651,6651
0,247,6653,6653
1,247,6654,6654
2,243,6667,6667
5,76,6668,6668
2,76,6668,6668
4,76,6677,6677
0,247,6678,6678
1,247,6679,6679
0,247,6702,6702
1,247,6703,6703
4,76,6712,6712
2,394,6768,6768
1,247,6827,6827
0,247,6827,6827
15,247,6828,6828
1,247,6828,6828
1,247,6857,6857
15,247,6857,6857
0,247,6857,6857
0,261,6869,6869
1,261,6870,6870
1,247,6887,6887
0,247,6887,6887
0,247,6917,6917
1,247,6918,6918
3,107,6933,6933
10,107,6934,6934
5,107,6934,6934
4,107,6936,6936
2,198,6937,6937
3,377,6938,6938
1,247,6948,6948
0,247,6948,6948
2,184,6951,6951
3,70,6970,6970
3,70,6972,6972
4,70,6973,6973
1,247,6978,6978
0,247,6978,6978
2,243,6989,6989
5,76,6990,6990
2,76,6991,6991
4,76,7000,7000
0,261,7002,7002
1,261,7003,7003
1,247,7008,7008
0,247,7008,7008
4,76,7013,7013
0,247,7036,7036
1,247,7037,7037
2,394,7099,7099
0,90,7126,7126
11,60,7126,7126
1,60,7127,7127
1,90,7127,7127
9,90,7129,7129
4,107,7147,7147
3,377,7244,7244
5,107,7253,7253
3,107,7253,7253
2,184,7258,7258
0,247,7259,7259
1,247,7260,7260
2,198,7271,7271
10,436,7273,7273
3,70,7277,7277
0,247,7283,7283
1,247,7284,7284
2,243,7311,7311
5,76,7312,7312
2,76,7313,7313
1,90,7316,7316
1,60,7316,7316
11,60,7316,7316
0,90,7316,7316
16,90,7317,7317
9,90,7318,7318
0,60,7324,7324
9,60,7325,7325
0,60,7342,7342
11,90,7343,7343
0,60,7379,7379
11,90,7380,7380
14,60,7388,7388
12,60,7388,7388
1,60,7390,7390
1,90,7390,7390
9,60,7391,7391
11,60,7400,7400
2,394,7430,7430
0,247,7433,7433
15,247,7434,7434
0,247,7434,7434
1,247,7434,7434
0,247,7464,7464
1,247,7465,7465
1,90,7501,7501
11,60,7501,7501
0,90,7501,7501
1,60,7501,7501
9,90,7502,7502
0,60,7505,7505
9,60,7506,7506
1,60,7515,7515
1,90,7515,7515
9,60,7515,7515
11,90,7516,7516
14,60,7519,7519
12,60,7519,7519
11,60,7542,7542
2,184,7552,7552
5,107,7561,7561
3,107,7561,7561
10,107,7561,7561
4,107,7563,7563
3,377,7566,7566
3,436,7579,7579
3,70,7598,7598
2,198,7602,7602
0,258,7615,7615
11,339,7616,7616
2,243,7637,7637
5,76,7638,7638
2,76,7640,7640
0,247,7640,7640
0,247,7641,7641
15,247,7641,7641
1,247,7641,7641
4,76,7648,7648
4,76,7676,7676
2,394,7762,7762
4,107,7775,7775
2,415,7838,7838
2,184,7859,7859
0,247,7864,7864
1,247,7865,7865
3,377,7872,7872
3,107,7879,7879
5,107,7879,7879
0,247,7888,7888
1,247,7889,7889
3,70,7903,7903
4,415,7913,7913
2,198,7934,7934
2,243,7962,7962
5,76,7963,7963
2,76,7965,7965
4,76,7973,7973
4,76,7977,7977
0,261,7977,7977
1,261,7978,7978
0,261,8014,8014
1,261,8015,8015
0,258,8021,8021
11,339,8023,8023
6,339,8024,8024
0,247,8039,8039
1,247,8040,8040
0,247,8069,8069
1,247,8070,8070
2,394,8093,8093
0,247,8099,8099
1,247,8100,8100
0,247,8129,8129
1,247,8130,8130
0,247,8160,8160
1,247,8161,8161
2,184,8175,8175
5,107,8187,8187
10,107,8187,8187
3,107,8188,8188
0,247,8190,8190
4,107,8190,8190
1,247,8191,8191
10,436,8191,8191
3,377,8193,8193
0,247,8220,8220
1,247,8221,8221
3,70,8227,8227
4,70,8229,8229
0,247,8244,8244
1,247,8245,8245
2,198,8265,8265
2,243,8284,8284
2,76,8285,8285
5,76,8285,8285
4,76,8295,8295
4,76,8339,8339
4,107,8402,8402
2,394,8424,8424
0,261,8459,8459
1,261,8460,8460
0,247,8469,8469
1,247,8470,8470
2,184,8482,8482
0,261,8499,8499
1,261,8500,8500
3,377,8502,8502
5,107,8508,8508
3,107,8509,8509
3,70,8536,8536
0,16,8568,8568
2,198,8599,8599
2,243,8606,8606
5,76,8608,8608
2,76,8609,8609
1,247,8617,8617
0,247,8617,8617
4,76,8618,8618
0,55,8631,8631
11,55,8632,8632
4,76,8640,8640
0,247,8647,8647
1,247,8647,8647
1,247,8677,8677
0,247,8677,8677
1,247,8707,8707
0,247,8707,8707
1,247,8737,8737
0,247,8737,8737
2,394,8753,8753
1,247,8767,8767
0,247,8767,8767
2,184,8778,8778
0,261,8795,8795
1,261,8796,8796
1,247,8797,8797
0,247,8797,8797
10,107,8818,8818
3,107,8818,8818
5,107,8818,8818
4,107,8820,8820
3,377,8821,8821
0,247,8828,8828
1,247,8828,8828
0,258,8837,8837
11,339,8837,8837
0,247,8849,8849
1,247,8849,8849
3,70,8852,8852
4,70,8854,8854
2,198,8930,8930
2,243,8932,8932
5,76,8934,8934
2,76,8934,8934
4,107,9062,9062
1,247,9074,9074
0,247,9075,9075
2,394,9085,9085
2,184,9085,9085
10,436,9110,9110
3,377,9127,9127
5,107,9134,9134
3,107,9135,9135
8,124,9158,9158
7,124,9158,9158
3,70,9159,9159
7,260,9164,9164
8,260,9164,9164
1,247,9223,9223
0,247,9223,9223
1,247,9253,9253
0,247,9253,9253
2,243,9254,9254
5,76,9256,9256
2,76,9257,9257
2,198,9261,9261
4,76,9266,9266
0,247,9283,9283
1,247,9284,9284
0,261,9300,9300
1,261,9301,9301
4,76,9302,9302
0,247,9313,9313
1,247,9314,9314
0,247,9344,9344
1,247,9345,9345
0,247,9374,9374
1,247,9374,9374
2,184,9402,9402
1,247,9404,9404
0,247,9404,9404
2,394,9418,9418
0,247,9433,9433
1,247,9434,9434
5,107,9443,9443
10,107,9443,9443
3,107,9444,9444
4,107,9446,9446
3,377,9446,9446
3,70,9478,9478
4,70,9481,9481
1,66,9489,9489
11,66,9489,9489
0,26,9489,9489
1,26,9490,9490
2,243,9577,9577
5,76,9578,9578
2,76,9580,9580
4,76,9589,9589
2,198,9591,9591
4,76,9604,9604
1,247,9656,9656
0,247,9656,9656
4,107,9658,9658
0,247,9680,9680
1,247,9680,9680
2,184,9709,9709
2,394,9749,9749
3,377,9753,9753
3,107,9759,9759
5,107,9760,9760
3,70,9788,9788
11,55,9812,9812
0,55,9812,9812
12,55,9827,9827
14,55,9827,9827
0,247,9829,9829
1,247,9829,9829
0,247,9830,9830
15,247,9830,9830
1,247,9830,9830
0,247,9860,9860
9,55,9860,9860
1,247,9860,9860
10,55,9861,9861
4,55,9864,9864
11,55,9871,9871
9,55,9872,9872
11,55,9884,9884
1,247,9890,9890
0,247,9890,9890
2,243,9899,9899
2,76,9901,9901
5,76,9901,9901
1,247,9920,9920
0,247,9920,9920
0,247,9921,9921
15,247,9921,9921
1,247,9921,9921
0,258,9924,9924
2,198,9924,9924
1,247,9951,9951
0,247,9951,9951
1,247,9981,9981
0,247,9981,9981
2,184,10006,10006
1,247,10011,10011
0,247,10011,10011
10,436,10027,10027
0,247,10038,10038
1,247,10038,10038
3,107,10070,10070
10,107,10070,10070
5,107,10070,10070
4,107,10072,10072
3,377,10072,10072
2,394,10080,10080
3,70,10104,10104
4,70,10106,10106
7,260,10136,10136
8,260,10136,10136
7,124,10144,10144
8,124,10144,10144
2,243,10225,10225
5,76,10227,10227
2,76,10228,10228
4,76,10237,10237
2,198,10256,10256
1,247,10262,10262
0,247,10262,10262
4,76,10267,10267
4,107,10284,10284
2,184,10312,10312
3,377,10378,10378
3,107,10385,10385
5,107,10386,10386
3,70,10411,10411
2,394,10412,10412
0,247,10436,10436
1,247,10436,10436
0,247,10466,10466
1,247,10467,10467
0,247,10496,10496
1,247,10497,10497
0,247,10527,10527
1,247,10528,10528
0,258,10533,10533
11,339,10533,10533
2,243,10548,10548
5,76,10549,10549
2,76,10549,10549
0,258,10554,10554
0,247,10557,10557
1,247,10558,10558
4,76,10559,10559
4,76,10568,10568
1,247,10587,10587
2,198,10587,10587
0,247,10587,10587
0,258,10614,10614
11,339,10616,10616
9,258,10617,10617
16,258,10617,10617
0,247,10617,10617
6,258,10618,10618
1,247,10618,10618
6,339,10619,10619
12,258,10625,10625
2,184,10629,10629
1,247,10642,10642
0,247,10642,10642
9,339,10667,10667
0,339,10667,10667
3,107,10694,10694
10,107,10695,10695
5,107,10695,10695
4,107,10698,10698
3,377,10702,10702
11,339,10719,10719
3,70,10734,10734
4,70,10737,10737
2,394,10745,10745
1,247,10866,10866
0,247,10866,10866
2,243,10872,10872
5,76,10874,10874
2,76,10875,10875
4,76,10884,10884
0,258,10901,10901
11,258,10902,10902
0,339,10902,10902
9,339,10903,10903
9,258,10903,10903
6,258,10904,10904
6,339,10905,10905
4,107,10910,10910
12,258,10915,10915
9,339,10916,10916
11,258,10916,10916
6,258,10918,10918
2,198,10918,10918
6,339,10918,10918
4,76,10929,10929
12,339,10929,10929
2,184,10934,10934
10,436,10945,10945
0,60,10990,10990
1,60,10991,10991
11,90,10991,11011
1,90,10991,10991
12,60,11000,11000
14,60,11000,11000
3,377,11008,11008
0,60,11010,11010
11,90,11011,11011
1,60,11011,11011
1,90,11011,11011
9,60,11011,11011
0,247,11013,11013
1,247,11013,11013
5,107,11017,11017
3,107,11018,11018
14,60,11020,11020
12,60,11020,11020
3,70,11043,11043
0,247,11043,11043
1,247,11043,11043
2,394,11074,11074
11,258,11160,11160
0,339,11160,11160
9,339,11161,11161
6,339,11162,11162
6,258,11162,11162
11,258,11164,11164
0,339,11164,11164
9,339,11165,11165
6,258,11166,11166
6,339,11167,11167
12,339,11168,11168
12,339,11173,11173
6,258,11173,11173
6,339,11174,11174
0,258,11180,11180
6,258,11184,11184
6,339,11186,11186
16,258,11195,11195
2,243,11198,11198
5,76,11199,11199
2,76,11200,11200
9,258,11201,11201
0,261,11205,11205
1,261,11205,11205
4,76,11209,11209
11,258,11212,11212
4,76,11230,11230
2,184,11232,11232
1,247,11247,11247
0,247,11247,11247
2,198,11249,11249
11,339,11290,11290
0,258,11290,11290
12,258,11295,11295
10,107,11326,11326
5,107,11326,11326
3,107,11326,11326
3,377,11329,11329
4,107,11329,11329
3,70,11362,11362
4,70,11364,11364
2,394,11405,11405
1,247,11471,11471
0,247,11471,11471
18,308,11502,11502
2,243,11523,11523
5,76,11525,11525
2,76,11527,11527
2,184,11537,11537
4,107,11540,11540
2,198,11581,11581
0,247,11618,11618
1,247,11618,11618
3,377,11636,11636
5,107,11644,11644
3,107,11645,11645
0,247,11648,11648
1,247,11649,11649
3,70,11669,11669
0,247,11678,11678
1,247,11678,11678
1,247,11708,11708
0,247,11708,11708
2,394,11737,11737
0,247,11739,11739
1,247,11739,11739
1,247,11769,11769
0,247,11769,11769
1,247,11799,11799
0,247,11799,11799
1,247,11829,11829
0,247,11829,11829
2,243,11848,11848
5,76,11850,11850
0,247,11850,11850
1,247,11851,11851
2,76,11852,11852
2,184,11854,11854
4,76,11860,11860
10,436,11863,11863
4,76,11893,11893
2,198,11912,11912
3,107,11951,11951
5,107,11952,11952
10,107,11952,11952
4,107,11954,11954
3,377,11955,11955
3,70,11986,11986
4,70,11989,11989
3,70,11989,11989
0,247,12052,12052
1,247,12052,12052
2,394,12068,12068
1,247,12076,12076
0,247,12076,12076
0,247,12100,12100
1,247,12101,12101
1,261,12134,12134
0,261,12134,12134
2,184,12160,12160
4,107,12166,12166
0,258,12168,12168
11,339,12169,12169
2,243,12171,12171
2,76,12173,12173
5,76,12173,12173
4,76,12182,12182
0,258,12194,12194
4,76,12195,12195
0,247,12224,12224
1,247,12225,12225
0,247,12225,12225
2,198,12242,12242
0,261,12246,12246
1,261,12246,12246
0,247,12254,12254
1,247,12255,12255
3,377,12261,12261
3,107,12269,12269
5,107,12269,12269
0,247,12284,12284
1,247,12285,12285
3,70,12293,12293
3,70,12295,12295
0,247,12315,12315
1,247,12316,12316
0,247,12345,12345
1,247,12346,12346
0,247,12375,12375
1,247,12376,12376
2,394,12399,12399
0,247,12405,12405
1,247,12406,12406
0,258,12429,12429
11,339,12433,12433
9,258,12433,12433
0,247,12434,12434
6,258,12434,12434
1,247,12434,12434
6,339,12435,12435
0,247,12435,12435
1,247,12435,12435
15,247,12435,12435
12,258,12444,12444
2,184,12457,12457
